Province,County,District,Year,Month,0-11 Under-WT,0-11 Totals,12-35 Under-WT,12-35 Totals,36-59 Under- WT,36-59 Totals,TOTAL UNDER-WEIGHTS,Grand Total Weighings,KWAR,MAR,OTHERS,CONSTANT /FALTERING ,Malnourished,NEW child clinic records,Total Clinc Att,%Kwash,%Mar,%Others,% UNDERWEIGHT,NO.REPORTED,TOTAL NO. OF H. FACILITIES,REPORTING RATE%,DATE RECEIVED,AGE GROUP,POP,GMP TARGETS,%TARGETS,POP.PROJECTION
Rift Valley,West Pokot,West Pokot,2005,October,90,3713,37,184,10,86,137,3983,4,6,7,9,26,944,4102,0.1%,0.1%,0.2%,3.4,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2005,November,118,3425,23,132,13,35,154,3592,10,2,2,5,19,929,3517,0.3%,0.1%,0.1%,4.3,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2005,December,71,2459,13,222,1,89,85,2770,3,9,4,9,25,869,3047,0.1%,0.3%,0.1%,3.1,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,January,42,2851,15,239,2,229,59,3319,3,16,1,9,29,1170,3543,0.1%,0.5%,0.0%,1.8,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,February,106,3777,12,241,6,117,124,4135,0,7,5,6,18,864,4056,0.0%,0.2%,0.1%,3.0,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,March,69,3327,12,190,1,72,82,3589,0,4,13,12,29,909,3819,0.0%,0.1%,0.3%,2.3,36,20,55.56%,,,,,,
Rift Valley,West Pokot,West Pokot,2006,April,44,2780,14,347,4,130,62,3257,2,9,5,8,24,825,3119,0.1%,0.3%,0.2%,1.9,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,May,69,2182,7,236,2,76,78,2494,2,7,4,16,29,663,2814,0.1%,0.2%,0.1%,3.1,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,June,69,2123,8,216,0,101,77,2440,4,4,3,10,21,735,2447,0.2%,0.2%,0.1%,3.2,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,July,39,2028,14,253,4,104,57,2385,2,7,12,5,26,635,2389,0.1%,0.3%,0.5%,2.4,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,August,127,3185,12,298,28,50,167,3533,1,5,1,10,17,120,225,0.4%,2.2%,0.4%,4.7,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,September,142,3711,63,656,33,198,238,4565,1,0,4,9,14,1006,4565,0.0%,0.0%,0.1%,5.2,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,October,186,3652,12,310,28,52,226,4014,1,2,2,10,15,869,4084,0.0%,0.0%,0.0%,5.6,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,November,86,3578,32,418,6,113,124,4109,3,15,11,8,37,831,4113,0.1%,0.4%,0.3%,3.0,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2006,December,63,2543,11,354,2,264,76,3161,3,9,11,11,34,590,3161,0.1%,0.3%,0.3%,2.4,36,,,,,,,,
Rift Valley,West Pokot,West Pokot,2007,February,87,4146,22,468,6,221,115,4839,2,5,14,10,31,941,4442,0.0%,0.1%,0.3%,2.4,,,,totalwgt n total att?,,,,,
Rift Valley,West Pokot,West Pokot,2007,January,,,,,,,141,4751,2,5,8,8,23,,4751,0.0%,0.1%,0.2%,3.0,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2007,February,87,4146,22,468,6,221,115,4835,2,5,14,10,31,941,4835,0.0%,0.1%,0.3%,2.4,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2007,March,76,3557,18,302,6,112,100,3971,1,7,16,18,42,825,3971,0.0%,0.2%,0.4%,2.5,,,,14/05/07,,,,,
Rift Valley,West Pokot,West Pokot,2007,April,82,2746,37,468,31,239,150,3453,1,4,16,38,59,772,3453,0.0%,0.1%,0.5%,4.3,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2007,May,104,2408,46,480,33,250,183,3138,6,11,8,35,60,867,3138,0.2%,0.4%,0.3%,5.8,,,,,,,,,
Rift Valley,West Pokot,West Pokot,2007,June,84,3077,56,1124,23,313,163,4514,2,3,6,33,44,866,4514,0.0%,0.1%,0.1%,3.6,,,#VALUE!,,,,,,
